build,kod,periyot,formasyon,sinif,yon,durum,formasyon_tarihi,teyit_tarihi,kapanis,formasyon_tepe,formasyon_dip,teyit_seviyesi,teyit_sarti,gecersizlik_seviyesi,gecersizlik_notu
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,AEFES,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,17.84,22.52,17.77,17.77,Formasyon kendi içinde teyitli,22.52,22.52 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,AKSA,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,10.77,13.28,10.67,10.67,Formasyon kendi içinde teyitli,13.28,13.28 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,AKSEN,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,79.4,117.5,78.1,78.1,Formasyon kendi içinde teyitli,117.5,117.50 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,AKSUE,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,33.66,51.5,33.66,33.66,Formasyon kendi içinde teyitli,51.5,51.50 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,BRMEN,AYLIK,Evening Star,A,AYI,AYI TEYİDİ,2026-08-31,,13.0,21.72,10.04,10.04,Formasyon kendi içinde teyitli,21.72,21.72 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,BRMEN,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,13.0,20.0,13.0,13.0,Formasyon kendi içinde teyitli,20.0,20.00 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,CCOLA,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,75.2,93.5,75.2,75.2,Formasyon kendi içinde teyitli,93.5,93.50 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,EREGL,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,38.78,45.1,36.24,36.24,Formasyon kendi içinde teyitli,45.1,45.10 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,HEDEF,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,84.25,396.0,84.25,84.25,Formasyon kendi içinde teyitli,396.0,396.00 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,KMPUR,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,18.47,23.84,17.71,17.71,Formasyon kendi içinde teyitli,23.84,23.84 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,LIDER,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,32.54,124.4,30.7,30.7,Formasyon kendi içinde teyitli,124.4,124.40 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,MOBTL,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,12.93,15.77,12.29,12.29,Formasyon kendi içinde teyitli,15.77,15.77 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,SEKUR,AYLIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-31,,9.95,12.53,9.35,9.35,Formasyon kendi içinde teyitli,12.53,12.53 üstü formasyonu bozar
